,location,total_sqft,bath,price,bhk
8537,other,1365.0,3.0,99.0,3
8538,other,2274.24,4.0,160.0,3
8539,other,1600.0,4.0,90.0,4
8540,other,900.0,2.0,40.0,2
8541,other,1200.0,3.0,95.0,4
8542,other,1025.0,2.0,43.04,2
8543,other,1305.0,2.0,45.68,3
8544,other,1495.0,2.0,52.33,3
8545,other,1041.0,2.0,36.44,2
8546,other,1080.0,2.0,37.8,2
8547,other,1375.0,2.0,48.06,3
8548,other,1950.0,3.0,130.0,3
8549,other,1884.0,3.0,95.0,3
8550,other,1200.0,2.0,55.0,3
8551,other,1800.0,3.0,90.0,3
8552,other,1800.0,3.0,90.0,3
8553,other,1200.0,6.0,70.0,4
8554,other,1600.0,4.0,80.0,4
8555,other,1200.0,2.0,50.0,2
8556,other,1190.0,2.0,42.0,2
8557,other,1630.0,3.0,131.0,3
8558,other,4100.0,7.0,140.0,7
8559,other,2100.0,4.0,155.0,4
8560,other,2800.0,7.0,125.0,7
8561,other,1062.0,2.0,47.0,2
8562,other,1200.0,1.0,70.0,2
8563,other,3500.0,6.0,115.0,6
8564,other,1282.0,2.0,87.0,2
8565,other,1269.72,2.0,68.0,2
8566,other,1265.0,2.0,70.0,2
8567,other,1012.0,2.0,59.0,2
8568,other,1250.0,2.0,68.0,2
8569,other,1540.0,3.0,85.0,3
8570,other,1220.0,2.0,65.0,2
8571,other,1277.0,2.0,92.0,2
8572,other,3535.0,4.0,215.0,4
8573,other,750.0,1.0,25.0,1
8574,other,1900.0,3.0,155.0,3
8575,other,1800.0,6.0,101.0,6
8576,other,1040.0,2.0,36.84,2
8577,other,1500.0,3.0,90.0,3
8578,other,780.0,2.0,25.0,2
8579,other,4200.0,5.0,225.0,5
8580,other,1570.0,3.0,80.0,3
8581,other,1665.0,3.0,105.0,3
8582,other,1793.0,3.0,98.0,3
8583,other,1410.0,2.0,45.12,3
8584,other,675.0,3.0,52.0,2
8585,other,1350.0,4.0,90.0,4
8586,other,1786.0,3.0,79.99,3
8587,other,1082.0,2.0,42.0,3
8588,other,1840.0,1.0,95.0,2
8589,other,1600.0,3.0,172.0,4
8590,other,1100.0,2.0,45.0,3
8591,other,500.0,1.0,20.0,1
8592,other,1904.0,3.0,150.0,3
8593,other,1839.0,3.0,165.0,3
8594,other,1904.0,3.0,155.0,3
8595,other,1517.0,2.0,125.0,2
8596,other,1623.0,3.0,155.0,3
8597,other,1839.0,3.0,160.0,3
8598,other,1279.0,2.0,100.0,2
8599,other,375.0,1.0,26.0,1
8600,other,980.0,3.0,80.0,3
8601,other,900.0,2.0,65.0,3
8602,other,1400.0,3.0,35.0,3
8603,other,2400.0,4.0,89.0,4
8604,other,1200.0,2.0,49.5,2
8605,other,1200.0,2.0,62.0,2
8606,other,1200.0,3.0,70.0,3
8607,other,1660.0,2.0,105.0,3
8608,other,850.0,2.0,27.0,2
8609,other,1033.0,2.0,31.5,3
8610,other,829.0,2.0,22.8,2
8611,other,1070.0,2.0,52.0,2
8612,other,1976.0,3.0,184.0,3
8613,other,4800.0,5.0,629.0,4
8614,other,1012.0,2.0,59.0,2
8615,other,1012.0,2.0,59.0,2
8616,other,1480.0,3.0,75.0,3
8617,other,1430.0,3.0,70.0,3
8618,other,1245.0,1.0,60.0,2
8619,other,1012.0,2.0,62.0,2
8620,other,1440.0,4.0,88.0,4
8621,other,418.0,1.0,17.0,1
8622,other,3040.0,1.0,180.0,2
8623,other,1165.0,2.0,47.0,2
8624,other,1050.0,2.0,35.0,2
8625,other,1200.0,2.0,130.0,3
8626,other,1060.0,2.0,42.5,2
8627,other,1075.0,2.0,57.0,2
8628,other,1000.0,2.0,50.0,2
8629,other,3520.0,6.0,460.0,5
8630,other,4000.0,7.0,90.0,7
8631,other,10000.0,16.0,550.0,16
8632,other,5000.0,5.0,600.0,4
8633,other,1200.0,2.0,35.0,2
8634,other,1100.0,2.0,38.0,2
8635,other,1290.0,1.0,77.5,2
8636,other,1210.0,2.0,62.0,2
8637,other,925.0,2.0,63.0,2
8638,other,1300.0,2.0,60.0,2
8639,other,1200.0,2.0,135.0,2
8640,other,1050.0,2.0,65.0,2
8641,other,950.0,1.0,40.0,1
8642,other,1050.0,2.0,41.0,1
8643,other,1650.0,2.0,140.0,4
8644,other,1250.0,3.0,55.0,3
8645,other,2180.0,3.0,285.0,3
8646,other,2180.0,3.0,273.0,3
8647,other,1200.0,2.0,62.5,2
8648,other,1500.0,4.0,110.0,4
8649,other,1215.0,2.0,50.0,3
8650,other,1464.0,3.0,46.0,3
8651,other,1464.0,3.0,56.0,3
8652,other,1464.0,3.0,56.0,3
8653,other,1464.0,3.0,56.0,3
8654,other,1464.0,3.0,56.0,3
8655,other,1464.0,3.0,56.0,3
8656,other,1464.0,2.0,56.0,2
8657,other,1464.0,3.0,56.0,3
8658,other,1464.0,3.0,56.0,3
8659,other,1445.0,3.0,64.0,3
8660,other,1060.0,2.0,60.0,2
8661,other,1480.0,2.0,65.0,2
8662,other,2000.0,3.0,207.0,3
8663,other,1200.0,2.0,75.0,2
8664,other,1240.0,2.0,52.6,2
8665,other,1488.0,2.0,60.0,3
8666,other,1488.0,2.0,65.0,3
8667,other,1486.0,2.0,65.0,3
8668,other,3750.0,4.0,190.0,4
8669,other,1180.0,2.0,50.0,2
8670,other,1410.0,2.0,43.71,3
8671,other,1280.0,2.0,69.0,2
8672,other,1505.0,2.0,90.0,2
8673,other,2600.0,3.0,140.0,3
8674,other,2065.0,3.0,130.0,3
8675,other,1800.0,3.0,95.0,3
8676,other,1477.0,2.0,75.0,3
8677,other,800.0,1.0,52.0,1
8678,other,1200.0,3.0,70.0,3
8679,other,1200.0,1.0,69.0,1
8680,other,2200.0,4.0,160.0,3
8681,other,450.0,1.0,25.0,1
8682,other,1540.0,3.0,150.0,3
8683,other,1375.0,2.0,45.0,2
8684,other,1200.0,4.0,110.0,4
8685,other,1200.0,3.0,99.0,3
8686,other,780.0,2.0,35.0,2
8687,other,750.0,2.0,28.0,2
8688,other,780.0,2.0,31.0,2
8689,other,600.0,1.0,22.8,1
8690,other,4500.0,9.0,166.0,9
8691,other,1390.0,3.0,120.0,3
8692,other,1800.0,3.0,120.0,3
8693,other,3000.0,3.0,265.0,3
8694,other,2000.0,4.0,75.5,4
8695,other,1350.0,2.0,110.0,2
8696,other,1200.0,2.0,75.0,2
8697,other,1225.0,2.0,65.0,2
8698,other,3500.0,6.0,120.0,8
8699,other,856.0,2.0,48.0,2
8700,other,2400.0,2.0,185.0,3
8701,other,3675.0,4.0,367.0,4
8702,other,912.0,2.0,70.0,3
8703,other,1355.0,2.0,115.0,2
8704,other,2031.0,2.0,200.0,2
8705,other,1431.0,3.0,65.0,3
8706,other,1780.0,3.0,100.0,3
8707,other,1535.0,3.0,72.0,3
8708,other,1545.0,3.0,65.0,3
8709,other,6729.0,4.0,900.0,3
8710,other,1614.0,3.0,110.0,3
8711,other,1140.0,2.0,76.0,2
8712,other,3100.0,3.0,250.0,3
8713,other,1892.0,3.0,200.0,3
8714,other,1584.0,3.0,145.0,4
8715,other,1200.0,2.0,115.0,2
8716,other,1350.0,2.0,80.0,2
8717,other,1203.0,2.0,59.86,2
8718,other,800.0,2.0,55.0,2
8719,other,450.0,1.0,60.0,1
8720,other,1035.0,2.0,55.0,2
8721,other,1950.0,3.0,90.0,3
8722,other,1250.0,2.0,55.0,2
8723,other,2400.0,6.0,245.0,6
8724,other,1200.0,2.0,34.0,2
8725,other,1000.0,2.0,35.0,2
8726,other,1250.0,3.0,39.0,3
8727,other,1250.0,3.0,43.0,3
8728,other,1250.0,3.0,39.5,3
8729,other,1165.0,2.0,45.0,2
8730,other,1410.0,2.0,67.0,2
8731,other,1410.0,2.0,73.0,2
8732,other,830.0,2.0,60.0,2
8733,other,3000.0,6.0,300.0,6
8734,other,1950.0,3.0,132.0,3
8735,other,1000.0,2.0,60.0,2
8736,other,999.0,2.0,43.66,2
8737,other,1134.0,2.0,40.0,2
8738,other,1290.0,2.0,40.63,2
8739,other,1685.0,3.0,60.0,3
8740,other,1540.0,3.0,76.0,3
8741,other,1567.0,2.0,62.0,3
8742,other,485.0,1.0,15.0,1
8743,other,500.0,1.0,15.0,1
8744,other,530.0,1.0,18.0,1
8745,other,1168.0,3.0,70.0,3
8746,other,1500.0,3.0,75.0,3
8747,other,1200.0,2.0,79.0,2
8748,other,1225.0,3.0,60.0,3
8749,other,1100.0,2.0,46.0,2
8750,other,1320.0,2.0,55.0,3
8751,other,1100.0,2.0,64.08,2
8752,other,2800.0,4.0,100.0,6
8753,other,1100.0,2.0,48.0,2
8754,other,1200.0,2.0,55.0,2
8755,other,2400.0,3.0,170.0,3
8756,other,1200.0,3.0,44.0,2
8757,other,1100.0,2.0,46.0,2
8758,other,3400.0,4.0,200.0,4
8759,other,1050.0,2.0,45.0,2
8760,other,1150.0,2.0,47.0,2
8761,other,1250.0,3.0,56.0,3
8762,other,1058.0,2.0,60.0,2
8763,other,1250.0,3.0,39.5,3
8764,other,1824.0,3.0,125.0,3
8765,other,1200.0,4.0,135.0,4
8766,other,1300.0,2.0,60.0,2
8767,other,1200.0,2.0,125.0,2
8768,other,1140.0,2.0,52.0,2
8769,other,1600.0,2.0,75.0,3
8770,other,1500.0,2.0,145.0,2
8771,other,1169.0,2.0,50.11,2
8772,other,1780.0,3.0,84.83,3
8773,other,1322.0,2.0,61.99,2
8774,other,1150.0,2.0,56.0,2
8775,other,1199.0,2.0,50.0,2
8776,other,720.0,2.0,45.0,2
8777,other,1508.0,3.0,70.25,3
8778,other,1533.0,3.0,85.0,3
8779,other,1540.0,3.0,68.0,3
8780,other,1307.0,2.0,59.0,2
8781,other,1095.0,2.0,57.0,2
8782,other,1840.0,3.0,85.0,3
8783,other,1000.0,2.0,31.0,2
8784,other,5000.0,5.0,300.0,4
8785,other,1544.0,3.0,120.0,3
8786,other,1865.0,4.0,140.0,3
8787,other,840.0,1.0,75.0,1
8788,other,900.0,2.0,46.0,2
8789,other,1125.0,2.0,46.0,2
8790,other,2000.0,4.0,180.0,5
8791,other,1250.0,3.0,39.5,3
8792,other,916.0,2.0,42.0,2
8793,other,1250.0,3.0,39.5,3
8794,other,1158.0,2.0,75.0,2
8795,other,850.0,1.0,35.5,2
8796,other,3300.0,9.0,450.0,10
8797,other,1250.0,3.0,42.0,3
8798,other,1200.0,3.0,78.0,2
8799,other,950.0,2.0,47.0,2
8800,other,950.0,2.0,44.0,2
8801,other,5000.0,7.0,299.0,7
8802,other,1280.0,4.0,115.0,4
8803,other,2100.0,3.0,210.0,4
8804,other,933.0,2.0,55.0,2
8805,other,2000.0,3.0,180.0,4
8806,other,1550.0,2.0,150.0,3
8807,other,1590.0,3.0,120.0,3
8808,other,1150.0,2.0,60.0,3
8809,other,1800.0,3.0,105.0,6
8810,other,1500.0,2.0,130.0,2
8811,other,1500.0,2.0,75.0,3
8812,other,1350.0,2.0,175.0,3
8813,other,3000.0,3.0,250.0,3
8814,other,2000.0,2.0,160.0,4
8815,other,1500.0,1.0,160.0,2
8816,other,1500.0,2.0,65.0,3
8817,other,1500.0,3.0,65.0,3
8818,other,1200.0,2.0,54.0,2
8819,other,700.0,1.0,41.0,1
8820,other,1552.0,2.0,51.0,2
8821,other,990.0,2.0,35.0,2
8822,other,760.0,2.0,38.5,2
8823,other,1065.0,3.0,72.0,3
8824,other,4600.0,9.0,150.0,9
8825,other,1344.0,4.0,84.0,4
8826,other,1350.0,4.0,85.0,4
8827,other,4050.0,3.0,280.0,3
8828,other,4111.0,4.0,250.0,4
8829,other,4428.0,4.0,255.0,4
8830,other,3200.0,3.0,260.0,3
8831,other,3900.0,3.0,250.0,3
8832,other,4395.0,3.0,240.0,3
8833,other,1200.0,2.0,90.0,3
8834,other,970.0,2.0,40.0,2
8835,other,1050.0,2.0,36.0,2
8836,other,1150.0,2.0,69.0,2
8837,other,600.0,1.0,52.0,1
8838,other,410.0,1.0,48.0,1
8839,other,1113.0,2.0,51.0,2
8840,other,1360.0,2.0,59.27,3
8841,other,1156.0,2.0,49.5,2
8842,other,1360.0,2.0,65.0,3
8843,other,1312.0,2.0,56.5,3
8844,other,1113.0,2.0,52.0,2
8845,other,1191.0,2.0,90.0,2
8846,other,1783.0,3.0,115.0,3
8847,other,1200.0,3.0,90.0,3
8848,other,1100.0,3.0,78.0,3
8849,other,3600.0,5.0,110.0,5
8850,other,1800.0,4.0,68.0,5
8851,other,2400.0,4.0,88.0,4
8852,other,2600.0,8.0,180.0,8
8853,other,2099.0,3.0,95.0,3
8854,other,1230.0,2.0,48.0,2
8855,other,1560.0,2.0,66.0,3
8856,other,1550.0,2.0,160.0,2
8857,other,1475.0,2.0,171.0,2
8858,other,2375.0,3.0,260.0,4
8859,other,3700.0,4.0,314.0,4
8860,other,4500.0,3.0,225.0,4
8861,other,2405.0,4.0,260.0,3
8862,other,3595.0,6.0,360.0,4
8863,other,1200.0,4.0,165.0,4
8864,other,1200.0,3.0,56.53,3
8865,other,1110.0,2.0,55.0,2
8866,other,1110.0,2.0,41.0,2
8867,other,1350.0,4.0,145.0,4
8868,other,1080.0,2.0,39.0,2
8869,other,1090.0,2.0,36.0,2
8870,other,1250.0,2.0,65.0,3
8871,other,2400.0,2.0,135.0,2
8872,other,1240.0,2.0,65.0,3
8873,other,1240.0,2.0,65.0,3
8874,other,1001.0,2.0,33.03,2
8875,other,1103.0,2.0,55.0,2
8876,other,1143.0,2.0,62.0,2
8877,other,2260.0,3.0,80.0,2
8878,other,600.0,1.0,33.0,1
8879,other,1451.0,3.0,68.0,3
8880,other,1200.0,1.0,39.82,1
8881,other,1209.0,2.0,50.0,2
8882,other,1495.0,2.0,75.0,3
8883,other,1100.0,2.0,43.5,2
8884,other,1200.0,2.0,43.2,2
8885,other,1495.0,2.0,65.0,3
8886,other,1200.0,2.0,39.0,2
8887,other,1820.0,3.0,79.5,3
8888,other,1350.0,3.0,60.0,3
8889,other,1495.0,2.0,70.0,3
8890,other,1500.0,2.0,78.0,3
8891,other,1256.0,2.0,62.8,2
8892,other,1376.0,4.0,156.0,4
8893,other,1430.0,3.0,78.65,3
8894,other,1430.0,2.0,78.65,3
8895,other,1256.0,2.0,62.8,2
8896,other,840.0,1.0,99.0,2
8897,other,1350.0,2.0,65.0,2
8898,other,1386.0,3.0,93.0,4
8899,other,750.0,2.0,40.0,2
8900,other,3500.0,4.0,245.0,4
8901,other,600.0,2.0,30.0,2
8902,other,3602.0,4.0,280.0,4
8903,other,1080.0,2.0,38.0,2
8904,other,500.0,1.0,51.0,1
8905,other,1207.0,2.0,43.5,2
8906,other,1641.0,3.0,66.0,3
8907,other,1178.0,2.0,47.0,2
8908,other,1095.0,2.0,45.0,2
8909,other,1350.0,3.0,81.0,3
8910,other,1485.0,3.0,78.0,3
8911,other,1250.0,2.0,65.0,2
8912,other,1520.0,3.0,80.0,3
8913,other,1044.0,2.0,60.0,2
8914,other,1620.0,3.0,95.0,3
8915,other,1237.0,3.0,78.0,3
8916,other,1265.0,2.0,68.0,2
8917,other,1100.0,2.0,62.0,2
8918,other,1053.0,2.0,44.0,2
8919,other,2500.0,3.0,250.0,3
8920,other,5000.0,4.0,290.0,4
8921,other,3200.0,4.0,200.0,4
8922,other,1200.0,2.0,70.0,2
8923,other,1200.0,2.0,110.0,2
8924,other,600.0,3.0,72.0,2
8925,other,2150.0,6.0,205.0,6
8926,other,1275.0,2.0,55.0,2
8927,other,1069.0,2.0,55.0,2
8928,other,1800.0,3.0,85.0,3
8929,other,1232.0,2.0,94.28,2
8930,other,1202.0,2.0,48.0,2
8931,other,1360.0,2.0,65.0,3
8932,other,1471.0,2.0,75.0,3
8933,other,1475.0,2.0,70.0,2
8934,other,985.0,2.0,55.0,2
8935,other,1350.0,2.0,68.0,3
8936,other,6500.0,7.0,104.0,7
8937,other,1035.0,2.0,60.0,2
8938,other,1285.0,2.0,72.5,2
8939,other,3200.0,5.0,150.0,4
8940,other,2100.0,4.0,150.0,4
8941,other,1330.0,2.0,56.0,2
8942,other,3600.0,4.0,160.0,6
8943,other,1900.0,3.0,205.0,3
8944,other,1163.0,2.0,68.0,2
8945,other,1000.0,2.0,45.0,2
8946,other,1095.0,2.0,40.0,2
8947,other,1470.0,4.0,34.5,4
8948,other,820.0,2.0,24.0,2
8949,other,1200.0,3.0,72.0,3
8950,other,2600.0,3.0,95.0,4
8951,other,1500.0,3.0,90.0,3
8952,other,820.0,2.0,30.0,2
8953,other,1100.0,2.0,48.0,2
8954,other,2000.0,4.0,130.0,3
8955,other,3000.0,4.0,300.0,5
8956,other,1250.0,3.0,40.0,3
8957,other,1500.0,3.0,95.0,3
8958,other,1116.0,2.0,49.8,2
8959,other,1020.0,2.0,70.0,2
8960,other,1415.0,3.0,78.0,3
8961,other,1800.0,3.0,88.0,3
8962,other,1424.0,2.0,55.0,3
8963,other,1200.0,2.0,45.0,2
8964,other,1068.0,2.0,40.05,2
8965,other,1200.0,2.0,74.0,2
8966,other,2000.0,2.0,160.0,2
8967,other,1200.0,2.0,52.5,2
8968,other,920.0,2.0,37.0,2
8969,other,1065.0,2.0,58.0,2
8970,other,1140.0,2.0,49.0,2
8971,other,2180.0,4.0,115.0,4
8972,other,1645.0,3.0,87.0,3
8973,other,1798.0,3.0,89.0,3
8974,other,3000.0,4.0,342.0,4
8975,other,1518.0,3.0,76.0,3
8976,other,2600.0,3.0,147.0,3
8977,other,1161.0,2.0,59.0,2
8978,other,1298.0,2.0,65.0,2
8979,other,2000.0,3.0,160.0,3
8980,other,2849.0,5.0,250.0,4
8981,other,1942.0,3.0,155.0,3
8982,other,1250.0,3.0,39.0,3
8983,other,3200.0,4.0,140.0,3
8984,other,3300.0,5.0,318.0,4
8985,other,3317.0,5.0,268.5,4
8986,other,1000.0,2.0,53.0,2
8987,other,1800.0,3.0,82.0,4
8988,other,1367.0,2.0,62.0,2
8989,other,1198.0,2.0,84.0,2
8990,other,4051.0,4.0,345.0,4
8991,other,1500.0,2.0,97.0,3
8992,other,1367.0,2.0,62.0,2
8993,other,3664.0,3.0,325.0,3
8994,other,3870.0,4.0,411.0,4
8995,other,1738.0,3.0,110.0,3
8996,other,1340.0,3.0,77.0,3
8997,other,425.0,1.0,20.03,1
8998,other,1242.0,2.0,39.7,2
8999,other,1206.0,2.0,38.5,2
9000,other,935.0,2.0,45.9,2
9001,other,2700.0,4.0,214.0,6
9002,other,3600.0,4.0,365.0,4
9003,other,1480.0,2.0,145.0,3
9004,other,1650.0,1.0,130.0,2
9005,other,4300.0,5.0,550.0,4
9006,other,4346.0,5.0,500.0,4
9007,other,3978.0,4.0,428.0,4
9008,other,993.0,2.0,45.5,2
9009,other,1178.0,2.0,80.0,2
9010,other,936.0,1.0,53.0,1
9011,other,500.0,1.0,20.0,1
9012,other,1827.0,3.0,100.0,3
9013,other,1600.0,2.0,115.0,2
9014,other,1200.0,2.0,62.0,2
9015,other,1350.0,2.0,90.0,2
9016,other,850.0,2.0,35.0,2
9017,other,850.0,2.0,35.0,2
9018,other,1900.0,3.0,65.0,3
9019,other,2200.0,2.0,190.0,3
9020,other,900.0,2.0,48.0,2
9021,other,966.0,2.0,49.9,2
9022,other,1870.0,3.0,110.0,3
9023,other,814.0,2.0,55.0,2
9024,other,1286.0,3.0,67.0,3
9025,other,966.0,2.0,49.0,2
9026,other,708.0,1.0,55.0,2
9027,other,1200.0,4.0,140.0,4
9028,other,966.0,2.0,50.0,2
9029,other,982.0,2.0,25.0,2
9030,other,1105.0,2.0,28.18,2
9031,other,1900.0,2.0,92.0,3
9032,other,1166.0,2.0,65.0,2
9033,other,1160.0,2.0,52.2,2
9034,other,1355.0,2.0,58.25,3
9035,other,1270.0,2.0,57.15,3
9036,other,1300.0,2.0,54.0,2
9037,other,1500.0,2.0,200.0,3
9038,other,1280.0,2.0,49.75,2
9039,other,1350.0,2.0,41.0,2
9040,other,1115.0,2.0,46.0,2
9041,other,801.0,1.0,33.645,1
9042,other,800.0,2.0,55.0,2
9043,other,1240.0,2.0,60.0,2
9044,other,1800.0,5.0,140.0,6
9045,other,1200.0,3.0,46.14,2
9046,other,1800.0,3.0,150.0,3
9047,other,700.0,1.0,41.0,1
9048,other,2280.0,3.0,285.0,3
9049,other,1452.55,2.0,110.0,2
9050,other,1310.0,2.0,55.0,3
9051,other,1450.0,3.0,65.0,3
9052,other,1076.0,2.0,52.0,2
9053,other,1530.0,3.0,87.0,4
9054,other,1100.0,2.0,32.0,2
9055,other,2675.0,4.0,290.0,4
9056,other,1405.0,3.0,169.0,3
9057,other,4750.0,5.0,600.0,4
9058,other,1499.0,3.0,89.0,3
9059,other,1770.0,3.0,90.0,3
9060,other,1175.0,2.0,48.27,2
9061,other,2431.0,3.0,100.0,3
9062,other,900.0,1.0,30.0,1
9063,other,1070.0,2.0,35.0,2
9064,other,1440.0,3.0,65.8,3
9065,other,420.0,1.0,23.5,1
9066,other,1400.0,3.0,98.0,3
9067,other,1500.0,3.0,138.0,3
9068,other,1410.0,2.0,45.12,3
9069,other,1320.0,2.0,73.0,3
9070,other,1095.0,2.0,38.33,2
9071,other,1056.0,2.0,55.0,2
9072,other,1060.0,2.0,52.0,2
9073,other,1537.0,3.0,81.0,3
9074,other,3259.0,3.0,270.0,3
9075,other,4510.0,4.0,200.0,3
9076,other,1575.0,2.0,31.11,2
9077,other,1116.0,2.0,37.6,2
9078,other,1000.0,2.0,50.0,2
9079,other,1400.0,2.0,44.8,2
9080,other,1410.0,2.0,45.12,3
9081,other,2000.0,3.0,85.0,3
9082,other,2000.0,3.0,85.0,3
9083,other,1410.0,2.0,45.12,3
9084,other,2000.0,3.0,85.0,3
9085,other,1420.0,3.0,70.0,3
9086,other,1310.0,3.0,90.0,3
9087,other,1170.0,2.0,68.0,2
9088,other,1219.0,2.0,40.0,2
9089,other,1293.0,2.0,75.0,2
9090,other,1293.0,2.0,80.0,2
9091,other,1293.0,2.0,80.0,2
9092,other,1750.0,3.0,100.0,3
9093,other,2770.0,4.0,290.0,3
9094,other,1500.0,2.0,185.0,2
9095,other,6200.0,5.0,720.0,5
9096,other,2770.0,4.0,315.0,3
9097,other,630.0,2.0,70.0,1
9098,other,1350.0,3.0,48.6,3
9099,other,1540.0,3.0,65.0,3
9100,other,1185.0,2.0,42.66,2
9101,other,1200.0,2.0,75.0,4
9102,other,1275.0,2.0,49.5,2
9103,other,1075.0,2.0,58.0,2
9104,other,1385.0,2.0,48.48,3
9105,other,1300.0,2.0,70.0,3
9106,other,1230.0,2.0,53.51,3
9107,other,2200.0,3.0,225.0,4
9108,other,1040.0,2.0,36.4,2
9109,other,400.0,2.0,50.0,1
9110,other,4200.0,1.0,160.0,2
9111,other,1200.0,2.0,90.0,2
9112,other,1400.0,2.0,160.0,2
9113,other,2000.0,3.0,100.0,3
9114,other,1180.0,2.0,74.0,2
9115,other,1460.0,2.0,87.0,3
9116,other,1508.0,3.0,75.0,3
9117,other,1190.0,2.0,55.0,2
9118,other,1256.0,2.0,65.0,2
9119,other,1508.0,3.0,75.0,3
9120,other,1507.0,3.0,80.0,3
9121,other,1190.0,2.0,55.0,2
9122,other,1508.0,3.0,77.0,3
9123,other,1256.0,2.0,65.0,2
9124,other,1306.0,2.0,58.0,3
9125,other,1685.0,2.0,110.0,3
9126,other,1220.0,2.0,56.0,2
9127,other,1550.0,3.0,160.0,3
9128,other,3600.0,4.0,450.0,4
9129,other,1800.0,3.0,230.0,3
9130,other,800.0,2.0,85.0,2
9131,other,1050.0,2.0,65.0,2
9132,other,1100.0,2.0,90.0,2
9133,other,3600.0,5.0,400.0,4
9134,other,2150.0,4.0,240.0,3
9135,other,1352.0,3.0,135.0,3
9136,other,2200.0,3.0,187.0,3
9137,other,1233.0,2.0,100.0,2
9138,other,1100.0,2.0,145.0,3
9139,other,1835.0,3.0,175.0,3
9140,other,2380.0,4.0,242.0,4
9141,other,4800.0,4.0,235.0,4
9142,other,1150.0,2.0,77.5,3
9143,other,2075.0,3.0,175.0,3
9144,other,2000.0,4.0,120.0,4
9145,other,860.0,1.0,43.0,2
9146,other,2550.0,4.0,290.0,3
9147,other,2000.0,3.0,175.0,3
9148,other,1630.0,3.0,85.0,3
9149,other,1685.0,3.0,95.0,3
9150,other,1152.0,2.0,57.0,2
9151,other,1675.0,3.0,62.0,3
9152,other,1862.0,3.0,120.0,3
9153,other,3600.0,7.0,160.0,7
9154,other,2990.0,4.0,324.0,4
9155,other,1050.0,2.0,67.0,2
9156,other,955.0,2.0,53.55,2
9157,other,1215.0,2.0,46.5,3
9158,other,910.0,1.0,42.0,1
9159,other,1200.0,2.0,100.0,2
9160,other,1300.0,3.0,47.0,3
9161,other,1200.0,4.0,95.0,4
9162,other,1215.0,2.0,49.86,3
9163,other,1200.0,2.0,67.0,2
9164,other,1100.0,2.0,68.0,2
9165,other,1700.0,3.0,111.0,3
9166,other,2100.0,3.0,145.0,5
9167,other,1400.0,2.0,60.0,2
9168,other,648.0,1.0,34.0,1
9169,other,1655.0,3.0,86.06,3
9170,other,1300.0,2.0,65.0,2
9171,other,1170.0,2.0,86.0,2
9172,other,800.0,2.0,50.0,2
9173,other,1900.0,3.0,160.0,3
9174,other,1490.0,2.0,88.0,3
9175,other,1170.0,2.0,86.0,2
9176,other,1000.0,2.0,50.0,2
9177,other,1384.0,3.0,62.28,3
9178,other,1427.0,2.0,70.0,3
9179,other,1427.0,2.0,85.0,3
9180,other,1096.0,2.0,48.0,2
9181,other,1120.0,2.0,60.0,2
9182,other,3800.0,2.0,130.0,3
9183,other,2700.0,3.0,200.0,3
9184,other,1230.0,2.0,43.48,2
9185,other,1394.0,2.0,52.0,2
9186,other,1260.0,2.0,62.0,2
9187,other,3000.0,3.0,400.0,3
9188,other,1200.0,2.0,75.0,2
9189,other,2559.0,1.0,55.0,1
9190,other,1750.0,3.0,180.0,3
9191,other,1339.0,2.0,55.0,2
9192,other,1120.0,2.0,40.0,2
9193,other,1261.0,2.0,61.0,2
9194,other,1686.0,3.0,77.0,3
9195,other,1069.0,2.0,55.0,2
9196,other,799.0,2.0,38.0,2
9197,other,1141.0,2.0,40.0,2
9198,other,1069.0,2.0,55.0,2
9199,other,2100.0,3.0,70.0,3
9200,other,799.0,2.0,35.0,2
9201,other,1200.0,2.0,125.0,2
9202,other,1030.0,2.0,80.0,2
9203,other,2760.0,5.0,140.0,5
9204,other,1315.0,2.0,90.0,2
9205,other,1592.0,3.0,75.0,3
9206,other,1200.0,2.0,61.0,2
9207,other,2795.0,4.0,235.0,3
9208,other,2820.0,3.0,285.0,3
9209,other,2250.0,3.0,180.0,3
9210,other,461.82,1.0,31.7,1
9211,other,1185.0,2.0,38.0,2
9212,other,655.0,1.0,27.0,1
9213,other,1455.0,2.0,45.0,3
9214,other,1100.0,2.0,44.0,2
9215,other,1300.0,1.0,115.0,2
9216,other,3329.0,3.0,330.0,3
9217,other,1929.0,3.0,115.0,3
9218,other,2425.0,4.0,173.0,4
9219,other,1636.0,3.0,97.0,3
9220,other,1936.0,3.0,139.0,3
9221,other,1700.0,3.0,74.0,3
9222,other,1275.0,2.0,76.0,2
9223,other,1182.0,2.0,64.0,2
9224,other,2400.0,4.0,250.0,4
9225,other,500.0,1.0,24.0,1
9226,other,1012.0,2.0,42.0,2
9227,other,1490.0,3.0,140.0,3
9228,other,1620.0,2.0,110.0,3
9229,other,1504.0,2.0,100.0,3
9230,other,1504.0,2.0,102.0,3
9231,other,1084.0,2.0,51.0,2
9232,other,5500.0,4.0,600.0,4
9233,other,11338.0,9.0,1000.0,6
9234,other,4104.0,4.0,360.0,4
9235,other,4041.0,4.0,345.0,4
9236,other,6652.0,6.0,510.0,4
9237,other,6652.0,6.0,660.0,4
9238,other,6688.0,6.0,700.0,4
9239,other,1190.0,2.0,42.25,2
